PHFieldSeaQuest::identify: -------
-500, 0
-499, 0
-498, 0
-497, 0
-496, 0
-495, 0
-494, 0
-493, 0
-492, 0
-491, 0
-490, 0
-489, 0
-488, 0
-487, 0
-486, 0
-485, 0
-484, 0
-483, 0
-482, 0
-481, 0
-480, 0
-479, 0
-478, 0
-477, 0
-476, 0
-475, 0
-474, 0
-473, 0
-472, 0
-471, 0
-470, 0
-469, 0
-468, 0
-467, 0
-466, 0
-465, 0
-464, 0
-463, 0
-462, 0
-461, 0
-460, 0
-459, 0
-458, 0
-457, 0
-456, 0
-455, 0
-454, 0
-453, 0
-452, 0
-451, 0
-450, 0
-449, 0
-448, 0
-447, 0
-446, 0
-445, 0
-444, 0
-443, 0
-442, 0
-441, 0
-440, 0
-439, 0
-438, 0
-437, 0
-436, 0
-435, 0
-434, 0
-433, 0
-432, 0
-431, 0
-430, 0
-429, 0
-428, 0
-427, 0
-426, 0
-425, 0
-424, 0
-423, 0
-422, 0
-421, 0
-420, 0
-419, 0
-418, 0
-417, 0
-416, 0
-415, 0
-414, 0
-413, 0
-412, 0
-411, 0
-410, 0
-409, 0
-408, 0
-407, 0
-406, 0
-405, 0
-404, 0
-403, 0
-402, 0
-401, 0
-400, 0
-399, 0
-398, 0
-397, 0
-396, 0
-395, 0
-394, 0
-393, 0
-392, 0
-391, 0
-390, 0
-389, 0
-388, 0
-387, 0
-386, 0
-385, 0
-384, 0
-383, 0
-382, 0
-381, 0
-380, 0
-379, 0
-378, 0
-377, 0
-376, 0
-375, 0
-374, 0
-373, 0
-372, 0
-371, 0
-370, 0
-369, 0
-368, 0
-367, 0
-366, 0
-365, 0
-364, 0
-363, 0
-362, 0
-361, 0
-360, 0
-359, 0
-358, 0
-357, 0
-356, 0
-355, 0
-354, 0
-353, 0
-352, 0
-351, 0
-350, 0
-349, 0
-348, 0
-347, 0
-346, 0
-345, 0
-344, 0
-343, 0
-342, 0
-341, 0
-340, 0
-339, 0
-338, 0
-337, 0
-336, 0
-335, 0
-334, 0
-333, 0
-332, 0
-331, 0
-330, 0
-329, 0
-328, 0
-327, 0
-326, 0
-325, 0
-324, 0
-323, 0
-322, 0
-321, 0
-320, 0
-319, 0
-318, 0
-317, 0
-316, 0
-315, 0
-314, 0
-313, 0
-312, 0
-311, 0
-310, 0
-309, 0
-308, 0
-307, 0
-306, 0
-305, 5
-304, 5
-303, 5
-302, 5
-301, 5
-300, 5
-299, 5
-298, 5
-297, 5
-296, 5
-295, 5
-294, 0
-293, 0
-292, 0
-291, 0
-290, 0
-289, 0
-288, 0
-287, 0
-286, 0
-285, 0
-284, 0
-283, 0
-282, 0
-281, 0
-280, 0
-279, 0
-278, 0
-277, 0
-276, 0
-275, 0
-274, 0
-273, 0
-272, 0
-271, 0
-270, 0
-269, 0
-268, 0
-267, 0
-266, 0
-265, 0
-264, 0
-263, 0
-262, 0
-261, 0
-260, 0
-259, 0
-258, 0
-257, 0
-256, 0
-255, 0
-254, 0
-253, 0
-252, 0
-251, 0
-250, 0
-249, 0
-248, 0
-247, 0
-246, 0
-245, 0
-244, 0
-243, 0
-242, 0
-241, 0
-240, 0
-239, 0
-238, 0
-237, 0
-236, 0
-235, 0
-234, 0
-233, 0
-232, 0
