Quadrant	0
0	1	6	24	1.0
0	1	12	13	1.0
0	1	14	15	1.0
0	1	23	24	1.0
0	1	30	31	1.0
0	2	6	9	1.0
0	2	10	17	1.0
0	2	27	28	1.0
0	3	3	25	1.0
0	3	4	9	2.0
0	3	7	24	1.0
0	3	8	20	1.0
0	3	10	23	1.0
0	3	14	15	2.0
0	4	3	12	1.0
0	4	5	43	1.0
0	4	7	15	1.0
0	4	11	12	2.0
0	4	14	15	1.0
0	4	22	23	1.0
0	5	2	14	1.0
0	5	7	19	1.0
0	5	8	20	1.0
0	5	10	15	1.0
0	5	12	13	1.0
0	5	12	26	1.0
0	5	13	16	1.0
0	5	18	28	1.0
0	6	2	14	1.0
0	6	9	13	1.0
0	6	11	15	1.0
0	6	12	13	1.0
0	6	12	28	1.0
0	6	15	27	1.0
0	6	22	23	1.0
0	6	23	28	1.0
0	6	25	35	1.0
0	7	8	18	1.0
0	7	10	19	1.0
0	7	12	13	1.0
0	7	13	14	1.0
0	7	16	17	3.0
0	8	2	19	3.0
0	8	3	18	1.0
0	8	7	19	1.0
0	8	8	13	1.0
0	8	12	13	2.0
0	8	14	15	1.0
0	8	18	19	2.0
0	9	2	14	1.0
0	9	2	20	2.0
0	9	2	21	2.0
0	9	3	19	1.0
0	9	3	20	2.0
0	9	3	21	1.0
0	9	9	19	1.0
0	9	11	30	1.0
0	9	12	13	1.0
0	9	14	17	1.0
0	9	15	16	1.0
0	9	15	18	1.0
0	9	17	18	1.0
0	9	21	22	1.0
0	9	35	37	1.0
0	10	6	17	1.0
0	10	13	14	1.0
0	10	14	16	1.0
0	10	16	17	1.0
0	10	19	20	1.0
0	10	21	22	1.0
0	10	23	24	1.0
0	10	29	30	2.0
0	11	2	22	1.0
0	11	2	24	1.0
0	11	12	40	1.0
0	11	13	14	1.0
0	11	15	16	2.0
0	11	16	19	1.0
0	11	18	19	2.0
0	11	18	25	1.0
0	11	19	20	1.0
0	12	6	14	1.0
0	12	12	13	1.0
0	12	17	18	1.0
0	12	19	20	1.0
0	12	20	21	2.0
0	12	23	24	1.0
0	12	34	35	1.0
0	13	8	22	1.0
0	13	17	19	1.0
0	13	17	23	1.0
0	13	21	22	1.0
0	13	22	25	1.0
0	13	26	27	1.0
0	13	28	29	1.0
0	13	41	42	1.0
0	14	17	18	1.0
0	14	17	28	1.0
0	14	19	20	1.0
0	14	19	22	1.0
0	14	19	31	1.0
0	14	24	25	1.0
0	14	25	26	1.0
0	14	41	42	1.0
0	15	20	21	1.0
0	15	26	27	1.0
0	15	27	28	1.0
0	15	27	35	1.0
0	15	30	32	1.0
0	16	12	24	1.0
0	16	14	15	1.0
0	16	16	23	1.0
0	16	20	21	1.0
0	16	23	26	1.0
0	16	26	27	1.0
0	16	27	28	2.0
0	16	36	37	1.0
0	17	12	13	1.0
0	17	21	32	1.0
0	17	33	34	2.0
0	17	36	37	1.0
0	18	22	23	1.0
0	18	29	31	1.0
0	18	32	33	1.0
0	18	37	38	1.0
0	19	22	25	1.0
0	19	31	32	1.0
0	20	26	30	1.0
0	20	30	31	1.0
0	20	35	37	1.0
0	21	3	46	1.0
0	21	19	29	1.0
0	21	24	31	1.0
0	21	24	42	2.0
0	21	29	38	1.0
0	21	31	33	1.0
0	21	32	33	1.0
0	22	24	30	1.0
0	22	27	28	1.0
0	22	33	34	1.0
0	23	3	12	1.0
0	23	31	32	1.0
0	23	33	34	1.0
0	23	35	36	1.0
0	23	44	46	1.0
0	24	25	46	1.0
0	24	27	37	1.0
0	24	32	33	1.0
0	25	36	37	1.0
0	26	25	36	1.0
0	26	27	28	1.0
0	26	43	46	1.0
0	26	46	47	1.0
0	29	12	13	1.0
0	29	35	37	1.0
0	29	43	44	1.0
0	30	34	35	1.0
0	30	39	41	1.0
0	30	47	48	1.0
0	32	17	41	1.0
0	32	37	41	1.0
0	33	36	39	1.0
0	33	40	41	1.0
0	34	18	19	1.0
0	34	28	44	1.0
0	34	36	37	1.0
0	34	38	40	1.0
0	34	40	44	1.0
0	35	43	44	1.0
0	40	30	36	1.0
0	46	42	45	1.0
0	57	25	26	1.0
1	2	10	13	1.0
1	4	10	11	1.0
1	5	3	13	2.0
1	6	2	13	4.0
1	6	3	13	2.0
1	7	3	14	1.0
1	7	13	14	1.0
1	8	3	15	1.0
1	8	3	18	1.0
1	8	4	18	1.0
1	8	17	18	1.0
1	9	2	17	2.0
1	9	2	21	2.0
1	9	3	17	1.0
1	9	4	20	2.0
1	9	16	18	1.0
1	10	3	20	1.0
1	10	18	19	1.0
1	11	2	22	1.0
1	11	3	25	1.0
1	11	21	22	1.0
1	12	3	25	1.0
1	12	3	26	2.0
1	12	19	20	1.0
1	12	20	21	1.0
1	12	21	22	1.0
1	13	3	28	1.0
1	13	26	27	1.0
1	14	3	31	1.0
1	14	7	9	1.0
1	14	25	26	1.0
1	17	2	33	1.0
1	17	11	23	1.0
1	17	23	27	1.0
1	17	27	28	1.0
1	18	2	39	1.0
1	19	2	43	1.0
1	20	30	31	1.0
1	21	29	31	1.0
1	21	38	48	1.0
1	23	36	37	1.0
1	23	40	41	1.0
1	23	41	42	1.0
1	26	6	47	1.0
1	29	35	37	1.0
1	34	39	47	1.0
2	3	4	28	1.0
2	3	9	10	1.0
2	3	13	33	1.0
2	5	3	11	5.0
2	5	3	12	1.0
2	5	5	7	1.0
2	5	5	11	4.0
2	5	6	11	3.0
2	6	2	14	1.0
2	6	5	14	1.0
2	6	10	13	1.0
2	6	11	13	1.0
2	7	2	14	3.0
2	7	4	14	1.0
2	7	4	15	4.0
2	7	4	17	2.0
2	7	4	18	2.0
2	7	5	14	3.0
2	7	5	15	1.0
2	7	12	13	1.0
2	7	15	19	1.0
2	8	2	11	1.0
2	8	2	17	1.0
2	8	3	17	1.0
2	8	5	18	1.0
2	9	3	20	1.0
2	9	4	17	1.0
2	9	5	21	1.0
2	9	5	22	1.0
2	9	12	15	1.0
2	9	15	16	1.0
2	9	15	22	1.0
2	10	2	17	1.0
2	10	2	18	1.0
2	10	2	20	2.0
2	10	3	17	1.0
2	10	3	18	1.0
